Indicator,Group,State,Subgroup,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Start_Date,End_Date,period,total_cases,avg_cases
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,26.6,21.1,32.7,21.1 - 32.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Mar 3 - Mar 15,10.5,10,11,10.0 - 11.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,17,15.1,18.9,15.1 - 18.9,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,14.9,13.7,16.1,13.7 - 16.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,10.7,9.8,11.6,9.8 - 11.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,9,8.3,9.8,8.3 - 9.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,5.4,4.6,6.3,4.6 - 6.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,3.3,2.8,3.8,2.8 - 3.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,NA,NA,NA,NA,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Mar 3 - Mar 15,8.4,7.7,9.1,7.7 - 9.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Mar 3 - Mar 15,12.6,11.9,13.3,11.9 - 13.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Mar 3 - Mar 15,5.9,5.5,6.3,5.5 - 6.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Mar 3 - Mar 15,18.6,17.4,19.8,17.4 - 19.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Mar 3 - Mar 15,10.1,8.2,12.4,8.2 - 12.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Mar 3 - Mar 15,11.1,10.6,11.5,10.6 - 11.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Mar 3 - Mar 15,9.6,8.1,11.3,8.1 - 11.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Mar 3 - Mar 15,6,4.6,7.8,4.6 - 7.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Mar 3 - Mar 15,11.8,9.9,14.1,9.9 - 14.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Mar 3 - Mar 15,10.4,6.8,15,6.8 - 15.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Mar 3 - Mar 15,6.8,6,7.7,6.0 - 7.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Mar 3 - Mar 15,11.1,10.3,11.9,10.3 - 11.9,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Mar 3 - Mar 15,13.5,12.9,14.1,12.9 - 14.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,9.2,6.6,12.5,6.6 - 12.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,9.6,7.5,12,7.5 - 12.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,10.1,8.1,12.3,8.1 - 12.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,9.2,5.9,13.4,5.9 - 13.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,11.7,9.2,14.4,9.2 - 14.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,16.7,14.1,19.5,14.1 - 19.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,11.2,9.1,13.6,9.1 - 13.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,9.3,6.7,12.4,6.7 - 12.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,19.7,13.5,27.2,13.5 - 27.2,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,9.3,7.1,11.9,7.1 - 11.9,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,7.9,5.8,10.4,5.8 - 10.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,7.3,4.1,11.8,4.1 - 11.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,10.9,8.6,13.7,8.6 - 13.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,9.5,7.8,11.5,7.8 - 11.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,8.4,6,11.4,6.0 - 11.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,11.3,8.9,14.1,8.9 - 14.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,9.9,7.6,12.6,7.6 - 12.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,10.1,6.2,15.1,6.2 - 15.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 3 - Mar 15,11.3,7.7,15.8,7.7 - 15.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,Mar 3 - Mar 15,10.9,7.8,14.6,7.8 - 14.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,Mar 3 - Mar 15,13.3,10.5,16.5,10.5 - 16.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 3 - Mar 15,18.5,15.1,22.4,15.1 - 22.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,Mar 3 - Mar 15,9.8,7.5,12.6,7.5 - 12.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,11.3,9.1,13.8,9.1 - 13.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,4.1,2.3,6.7,2.3 - 6.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,8.9,6.8,11.4,6.8 - 11.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,12.2,8.8,16.2,8.8 - 16.2,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,10.3,7.6,13.6,7.6 - 13.6,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,8.9,5.8,12.8,5.8 - 12.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,12.6,9,17,9.0 - 17.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,11.2,9,13.7,9.0 - 13.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,11,8.8,13.5,8.8 - 13.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,12.7,9.3,16.9,9.3 - 16.9,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,10.4,7.4,14,7.4 - 14.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,8.7,5.6,12.7,5.6 - 12.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,9.2,6.8,12,6.8 - 12.0,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,7.5,5.2,10.4,5.2 - 10.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,13.7,11.5,16.1,11.5 - 16.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,13.1,10.8,15.7,10.8 - 15.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,14.5,10.9,18.9,10.9 - 18.9,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,7,5,9.5,5.0 - 9.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,5.9,3.9,8.5,3.9 - 8.5,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,8.6,6.7,10.7,6.7 - 10.7,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,7.9,6.5,9.4,6.5 - 9.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,10.2,8.4,12.3,8.4 - 12.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,13.8,11.1,16.8,11.1 - 16.8,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,11.4,8.9,14.4,8.9 - 14.4,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,12.3,9.8,15.1,9.8 - 15.1,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,10.2,5.8,16.3,5.8 - 16.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,8.3,5.9,11.3,5.9 - 11.3,2021-03-03,2021-03-15,26,710382,59198.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,10.5,7,15,7.0 - 15.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Mar 3 - Mar 15,24.7,24,25.4,24.0 - 25.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,28.5,26.1,31,26.1 - 31.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,28.3,26.5,30.1,26.5 - 30.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,25.2,23.7,26.7,23.7 - 26.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,24.2,22.9,25.5,22.9 - 25.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,21.9,20.5,23.4,20.5 - 23.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,17.8,16.1,19.7,16.1 - 19.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,17.9,11.2,26.5,11.2 - 26.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Mar 3 - Mar 15,18.6,17.6,19.7,17.6 - 19.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Mar 3 - Mar 15,30.5,29.6,31.4,29.6 - 31.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Mar 3 - Mar 15,15.3,14.7,15.9,14.7 - 15.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Mar 3 - Mar 15,41,39.5,42.6,39.5 - 42.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Mar 3 - Mar 15,20.1,17.9,22.6,17.9 - 22.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Mar 3 - Mar 15,27.7,27,28.4,27.0 - 28.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Mar 3 - Mar 15,18.3,16.5,20.2,16.5 - 20.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Mar 3 - Mar 15,11,8.9,13.3,8.9 - 13.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Mar 3 - Mar 15,28.4,25.2,31.7,25.2 - 31.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Mar 3 - Mar 15,22.4,18.3,27.1,18.3 - 27.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Mar 3 - Mar 15,20.9,19.1,22.8,19.1 - 22.8,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Mar 3 - Mar 15,27.4,26.3,28.5,26.3 - 28.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Mar 3 - Mar 15,26.2,25.4,27,25.4 - 27.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,25,20.5,29.9,20.5 - 29.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,23.2,19.3,27.3,19.3 - 27.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,25.8,21.6,30.4,21.6 - 30.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,31.9,26.6,37.6,26.6 - 37.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,21.8,18.8,25,18.8 - 25.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,32,27.5,36.7,27.5 - 36.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,26.8,23.4,30.4,23.4 - 30.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,19.9,16,24.3,16.0 - 24.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,28.8,22.6,35.5,22.6 - 35.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,22.5,20,25.2,20.0 - 25.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,20.5,17.3,24.1,17.3 - 24.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,14.2,10.1,19.3,10.1 - 19.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,26.1,22.1,30.4,22.1 - 30.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,23.4,20.5,26.5,20.5 - 26.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,25.7,22.2,29.4,22.2 - 29.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,27,23.2,31.1,23.2 - 31.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,25.8,22.3,29.5,22.3 - 29.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,28.6,24.1,33.4,24.1 - 33.4,2021-03-03,2021-03-15,26,710382,59198.5
